condition,seed,generation,cumulative_evals,pop_mean_fitness,pop_std_fitness,best_so_far
dynamic_constant,0,25,2600,15.824920582942289,0.9101862132469856,13.792838827718413
dynamic_constant,0,26,2700,15.82478247133375,0.7603713502762177,13.792838827718413
dynamic_constant,0,27,2800,15.811741014950146,0.8363836712682422,13.792838827718413
dynamic_constant,0,28,2900,15.742034138089725,0.9418054738192994,13.792838827718413
dynamic_constant,0,29,3000,15.625916144631717,1.006068588082488,13.693737745050923
dynamic_constant,0,30,3100,15.482059029571774,0.8592264956618227,13.6
dynamic_constant,0,31,3200,15.657585281807851,1.0048260288023725,13.588409872672514
dynamic_constant,0,32,3300,15.764965907381535,0.9571231589385407,13.588409872672514
dynamic_constant,0,33,3400,15.909653666825768,1.1147360748315416,13.588409872672514
dynamic_constant,0,34,3500,15.966614725209359,1.040394313209181,13.588409872672514
dynamic_constant,0,35,3600,15.729344403444365,0.9038704452913103,13.588409872672514
dynamic_constant,0,36,3700,15.582098042781574,0.8107620776286146,13.588409872672514
dynamic_constant,0,37,3800,15.799794643637968,1.0539493068224866,13.588409872672514
dynamic_constant,0,38,3900,15.750872433424313,0.9158706575950203,13.588409872672514
dynamic_constant,0,39,4000,15.620392769294822,0.9393528558802337,13.581138830084189
dynamic_constant,0,40,4100,15.870899155904556,1.5248329281409851,13.581138830084189
dynamic_constant,0,41,4200,15.714815629540055,1.0929544943585539,13.467707825203131
dynamic_constant,0,42,4300,15.826471468659799,1.3416067293517473,13.467707825203131
dynamic_constant,0,43,4400,15.632076920356063,0.902475158067759,13.467707825203131
dynamic_constant,0,44,4500,15.599331506993355,0.8496756665409577,13.467707825203131
dynamic_constant,0,45,4600,15.78294736888503,1.1195442761314833,13.467707825203131
dynamic_constant,0,46,4700,15.606807447123927,0.9251027549864524,13.467707825203131
dynamic_constant,0,47,4800,15.917223336452412,1.1134297646552878,13.467707825203131
dynamic_constant,0,48,4900,15.77838751298275,1.0428123346811953,13.467707825203131
dynamic_constant,0,49,5000,15.674460087431076,0.9147445572022341,13.467707825203131
dynamic_constant,0,50,5100,15.696640221778955,0.8908367946522989,13.467707825203131
dynamic_constant,1,0,100,20.880490305213378,1.0861954924259782,18.456465996625056
dynamic_constant,1,1,200,20.44125923192346,2.819791433083905,16.110589071449372
dynamic_constant,1,2,300,18.441227663092025,2.33618635829362,15.008304597359459
dynamic_constant,1,3,400,17.29917931716982,1.3956732958175941,14.830950643030008
dynamic_constant,1,4,500,16.819372945986537,1.2952624606647312,14.06287388383278
dynamic_constant,1,5,600,16.38249816291419,1.193151356761096,14.06287388383278
dynamic_constant,1,6,700,16.260418224369268,0.9216198274268257,14.06287388383278
