condition,seed,generation,cumulative_evals,mean_module_count,std_module_count
mutation_crossover,0,29,3000,10.41,2.093298831987445
mutation_crossover,0,30,3100,10.11,2.3617578199298928
mutation_crossover,0,31,3200,10.56,2.5507645912549433
mutation_crossover,0,32,3300,10.8,2.6038433132583076
mutation_crossover,0,33,3400,10.1,2.224859546128699
mutation_crossover,0,34,3500,10.25,2.346806340540267
mutation_crossover,0,35,3600,10.32,2.318965286501719
mutation_crossover,0,36,3700,10.25,2.2511108368980857
mutation_crossover,0,37,3800,10.53,2.5552103631599494
mutation_crossover,0,38,3900,10.71,2.593434016897288
mutation_crossover,0,39,4000,10.69,2.2964973328963394
mutation_crossover,0,40,4100,10.58,2.3544850817110734
mutation_crossover,0,41,4200,10.59,2.9397108701367216
mutation_crossover,0,42,4300,10.51,2.6851256953818754
mutation_crossover,0,43,4400,10.68,2.3743630724891256
mutation_crossover,0,44,4500,10.16,2.5757329054077016
mutation_crossover,0,45,4600,10.57,2.277081465385022
mutation_crossover,0,46,4700,10.15,2.56661255354212
mutation_crossover,0,47,4800,10.18,2.593761746961351
mutation_crossover,0,48,4900,10.79,2.363450866847035
mutation_crossover,0,49,5000,10.51,2.455585469903257
mutation_crossover,0,50,5100,10.67,2.6647889222225465
mutation_crossover,1,0,100,21.0,0.0
mutation_crossover,1,1,200,19.92,4.898326244749323
mutation_crossover,1,2,300,16.32,6.5633528017317495
mutation_crossover,1,3,400,10.39,4.417906744149315
mutation_crossover,1,4,500,9.41,4.047455991113431
mutation_crossover,1,5,600,10.15,3.948100809249936
mutation_crossover,1,6,700,9.74,3.7057253001268187
mutation_crossover,1,7,800,10.16,3.692478842187183
mutation_crossover,1,8,900,10.86,3.569369692256603
mutation_crossover,1,9,1000,11.07,4.0626469204202325
mutation_crossover,1,10,1100,10.05,3.7399866309921483
mutation_crossover,1,11,1200,10.44,3.5307789508832177
mutation_crossover,1,12,1300,10.08,3.5232939133714063
mutation_crossover,1,13,1400,9.88,3.1820747948469092
mutation_crossover,1,14,1500,10.04,3.1366223872184547
mutation_crossover,1,15,1600,10.67,3.036626417589098
mutation_crossover,1,16,1700,10.71,2.95057621491125
mutation_crossover,1,17,1800,10.88,2.585652722234755
mutation_crossover,1,18,1900,10.79,2.5701945451657937
mutation_crossover,1,19,2000,11.02,2.607604264454252
mutation_crossover,1,20,2100,11.06,2.8454173683310504
